# BEAST v1.9.0pre20161204 Prerelease #5657174
# Generated Tue Feb 21 14:19:07 GMT 2017 [seed=666]
# -seed 666 -beagle_cuda -beagle_double -beagle_order 1 -threshold 0.1 metazoan.xml
state	posterior	prior	likelihood	treeModel.rootHeight	yule.birthRate	alpha	clock.rate	meanRate	treeLikelihood	branchRates	speciation
33350000	-854063.4754351062	-186.4439838520111	-853877.0314512542	0.33151500397974804	5.9161584501558435	0.4836000900627631	1.0	1.0	-853877.0314512542	0.0	44.088578446959076
33355000	-854075.9472859522	-188.40604402660978	-853887.5412419256	0.3313242751656146	4.684978733974975	0.4919948088954488	1.0	1.0	-853887.5412419256	0.0	42.14330771002576
33360000	-854068.7860131777	-186.94370592310784	-853881.8423072546	0.3317734556828463	5.54483125427286	0.48761910986584645	1.0	1.0	-853881.8423072546	0.0	43.59689441546848
33365000	-854075.6389113368	-186.83357529749048	-853888.8053360393	0.3323372069468192	5.801386997518616	0.4861256791257243	1.0	1.0	-853888.8053360393	0.0	43.70403817960558
33370000	-854073.373740488	-186.63523390707496	-853886.7385065809	0.3310111111545644	6.587885878924063	0.4856179436053778	1.0	1.0	-853886.7385065809	0.0	43.90136409898042
33375000	-854074.9115005514	-186.50612867097036	-853888.4053718804	0.3281231489447771	5.692469259655029	0.4888147271255431	1.0	1.0	-853888.4053718804	0.0	44.03686290212537
33380000	-854070.2968418937	-186.78666185645181	-853883.5101800372	0.3288533139020755	6.966172544951551	0.48689482071217843	1.0	1.0	-853883.5101800372	0.0	43.75248990381718
33385000	-854070.3882864908	-186.85760672280907	-853883.530679768	0.3330537698890687	6.619587351556262	0.4887480403977007	1.0	1.0	-853883.530679768	0.0	43.68525147683095
33390000	-854072.8791538377	-186.1306255236018	-853886.748528314	0.32809187276185653	6.058054724075365	0.4823876077544647	1.0	1.0	-853886.748528314	0.0	44.399511810751775
33395000	-854074.3848997566	-186.51761994633543	-853887.8672798102	0.33144019972625105	6.19265243652379	0.4920168081061658	1.0	1.0	-853887.8672798102	0.0	44.031775788721546
33400000	-854072.7914013187	-186.36672262501895	-853886.4246786938	0.33161551299556447	6.378004888055273	0.4837403892416073	1.0	1.0	-853886.4246786938	0.0	44.166120272308895
33405000	-854082.1627180045	-186.11383444976195	-853896.0488835548	0.33035215908841953	6.069347242955249	0.4929082530092404	1.0	1.0	-853896.0488835548	0.0	44.43734417510119
33410000	-854068.3441072289	-186.50968188529293	-853881.8344253437	0.33058649108124866	5.442279447373081	0.486574028916573	1.0	1.0	-853881.8344253437	0.0	44.02882829138484
33415000	-854066.4542391627	-186.4778177092318	-853879.9764214535	0.3283741334721473	6.919648482812039	0.48517126873128325	1.0	1.0	-853879.9764214535	0.0	44.057886947075396
33420000	-854069.9687822581	-185.91735875515087	-853884.051423503	0.32955148942665924	6.236266058744034	0.48020591077133046	1.0	1.0	-853884.051423503	0.0	44.608415185236424
33425000	-854066.5150017244	-185.9335886368759	-853880.5814130874	0.3278507636528455	6.520189465245265	0.4839645363604348	1.0	1.0	-853880.5814130874	0.0	44.59970255468959
33430000	-854078.5571865318	-186.19081765241475	-853892.3663688794	0.32703121057250656	6.988807345918657	0.48189804290482013	1.0	1.0	-853892.3663688794	0.0	44.33834055223951
33435000	-854067.6668841557	-185.86866631826905	-853881.7982178375	0.3270522834983183	5.853203168670778	0.48296538809390444	1.0	1.0	-853881.7982178375	0.0	44.662626576763394
33440000	-854068.7403799813	-185.8398724996014	-853882.9005074818	0.32832611960884156	6.24526730955854	0.47776587525335845	1.0	1.0	-853882.9005074818	0.0	44.68102136974995
33445000	-854069.6217788	-186.0389321934874	-853883.5828466065	0.3273129146304354	6.886524912327781	0.4858733157645113	1.0	1.0	-853883.5828466065	0.0	44.49817655688625
33450000	-854073.422898975	-185.8744565030894	-853887.5484424719	0.3296707741565868	6.27483045560555	0.48062880037635336	1.0	1.0	-853887.5484424719	0.0	44.65216321650795
33455000	-854075.705741889	-186.90629807777339	-853888.7994438112	0.3267372969089945	7.577372648965356	0.48193070453305786	1.0	1.0	-853888.7994438112	0.0	43.62292545013735
33460000	-854070.1144284162	-186.20435218206092	-853883.9100762341	0.32683249614252297	6.935342567506403	0.48591527812162116	1.0	1.0	-853883.9100762341	0.0	44.33284049302697
33465000	-854072.6725187402	-185.709203679906	-853886.9633150602	0.32546736997471276	6.3112772649168045	0.4842042456702879	1.0	1.0	-853886.9633150602	0.0	44.8245669302792
33470000	-854070.0008153021	-185.83471284187095	-853884.1661024602	0.32765360492536777	6.309195407943954	0.4827309480691599	1.0	1.0	-853884.1661024602	0.0	44.69611117311199
33475000	-854072.072464111	-186.63869980523788	-853885.4337643058	0.3306615761277312	5.560297520908601	0.4882282351708466	1.0	1.0	-853885.4337643058	0.0	43.90311878394844
33480000	-854078.3505830448	-186.31623110492572	-853892.0343519399	0.330797558770012	5.670263541487524	0.48678377570451636	1.0	1.0	-853892.0343519399	0.0	44.22269856532795
33485000	-854070.0194309477	-186.0841297965651	-853883.9353011511	0.328128846391262	6.098420547082013	0.48756988480973623	1.0	1.0	-853883.9353011511	0.0	44.45637209189902
33490000	-854073.1786915832	-190.30768006660392	-853882.8710115167	0.3278257472515864	8.930913524897655	0.4846970958258039	1.0	1.0	-853882.8710115167	0.0	40.227076243892334
33495000	-854076.4258759023	-186.24781980159264	-853890.1780561007	0.32894422774562004	5.740342105112477	0.48418628841867317	1.0	1.0	-853890.1780561007	0.0	44.285914894089316
33500000	-854075.0973385614	-186.8216786245943	-853888.2756599368	0.33049082157226606	7.209900781440201	0.48790938058699745	1.0	1.0	-853888.2756599368	0.0	43.71950225542433
33505000	-854082.5159403555	-186.395146217025	-853896.1207941384	0.3312609426360215	6.777586290100926	0.4987549000823573	1.0	1.0	-853896.1207941384	0.0	44.16772570198437
33510000	-854065.9362880645	-186.3168057995538	-853879.6194822649	0.3296142314503294	6.581397600171456	0.4857221381984273	1.0	1.0	-853879.6194822649	0.0	44.22000059568767
33515000	-854063.1990154481	-186.03875994956206	-853877.1602554985	0.33079340403995633	6.031601858654313	0.48606397571412263	1.0	1.0	-853877.1602554985	0.0	44.498730120710796
33520000	-854063.6104609374	-186.56604605638773	-853877.044414881	0.32990212866344826	5.533798898174486	0.489068829439586	1.0	1.0	-853877.044414881	0.0	43.977453721336076
33525000	-854066.448548738	-186.8731938479711	-853879.5753548901	0.33015280921235013	5.262577957035537	0.4860245341361328	1.0	1.0	-853879.5753548901	0.0	43.66421733914581
33530000	-854064.2891247408	-186.0178550900563	-853878.2712696507	0.32734926171082473	6.705561422224899	0.48719148676831137	1.0	1.0	-853878.2712696507	0.0	44.52189000232497
33535000	-854076.3417847478	-186.4705019210678	-853889.8712828268	0.32877525642979094	5.423060376230962	0.48737267211773294	1.0	1.0	-853889.8712828268	0.0	44.069605542012276
33540000	-854067.9333611152	-187.44282272519266	-853880.49053839	0.32715869362511485	7.7840666521176045	0.4828010318516801	1.0	1.0	-853880.49053839	0.0	43.088141457355334
33545000	-854063.1519647028	-185.8666300295935	-853877.2853346731	0.3283625393719906	6.318304460456477	0.4832725839086287	1.0	1.0	-853877.2853346731	0.0	44.665277257068404
33550000	-854064.6451402837	-186.74252681186243	-853877.9026134718	0.32644303806851765	5.071951113385331	0.48334360927913383	1.0	1.0	-853877.9026134718	0.0	43.78952252554047
33555000	-854070.8896094345	-186.28975257258904	-853884.599856862	0.32680788113053544	5.454116459513768	0.4879182262006497	1.0	1.0	-853884.599856862	0.0	44.25144599865689
33560000	-854058.4604647245	-185.918190571615	-853872.5422741529	0.328592521283987	6.376455699960222	0.4835192820160989	1.0	1.0	-853872.5422741529	0.0	44.61421011126183
33565000	-854061.7602657967	-185.90602830563117	-853875.854237491	0.3254871511199049	6.119131105299945	0.4808629104772885	1.0	1.0	-853875.854237491	0.0	44.62105963416803
33570000	-854062.9216508366	-185.77124835270786	-853877.1504024839	0.3282951470139284	6.371387013749979	0.48740557031378107	1.0	1.0	-853877.1504024839	0.0	44.76892490676433
33575000	-854082.5190075694	-185.87849094610186	-853896.6405166233	0.32603810605281475	5.844542255268348	0.48407817680834675	1.0	1.0	-853896.6405166233	0.0	44.65502752635949
33580000	-854073.3102698431	-186.31924543557778	-853886.9910244076	0.3270770066940712	7.281957489651801	0.47875452870461377	1.0	1.0	-853886.9910244076	0.0	44.20362574067606
33585000	-854066.8550193809	-186.41503547002924	-853880.4399839109	0.331431295778908	5.692151718150956	0.4817438067927972	1.0	1.0	-853880.4399839109	0.0	44.11381426240098
33590000	-854067.7251997914	-189.51052600915006	-853878.2146737822	0.3301075241868477	8.58853471396342	0.48526109885838764	1.0	1.0	-853878.2146737822	0.0	41.02535830741136
33595000	-854065.9409994127	-186.4376695509868	-853879.5033298617	0.33137520163023876	6.743193852671372	0.4808941970553601	1.0	1.0	-853879.5033298617	0.0	44.08948096196853
33600000	-854070.385644008	-187.5188629719937	-853882.866781036	0.32923386046100583	7.597344612195922	0.4805360657752079	1.0	1.0	-853882.866781036	0.0	43.00757127840136
33605000	-854061.433968592	-186.54028753282077	-853874.8936810591	0.33075944182001465	5.651778796251831	0.49019796989875913	1.0	1.0	-853874.8936810591	0.0	44.00547052582137
33610000	-854064.5690855325	-187.19756887581246	-853877.3715166566	0.32981242423129714	5.097941435658719	0.48710431534917115	1.0	1.0	-853877.3715166566	0.0	43.342001873730524
33615000	-854072.2279501741	-186.53074068835505	-853885.6972094858	0.3298826421071305	5.502713839463637	0.49056306327597365	1.0	1.0	-853885.6972094858	0.0	44.01574755704153
33620000	-854071.8750572308	-186.14964089539686	-853885.7254163354	0.33038621424370584	6.571426170175044	0.48873178649375015	1.0	1.0	-853885.7254163354	0.0	44.39318479643526
33625000	-854073.6049554675	-186.4544016860928	-853887.1505537814	0.33125083255282406	5.786645441350379	0.4884955641995273	1.0	1.0	-853887.1505537814	0.0	44.087951561150874
33630000	-854085.7736419452	-188.0014575138633	-853897.7721844313	0.3271962877108437	4.663285901248838	0.48538513562504654	1.0	1.0	-853897.7721844313	0.0	42.534674876231435
33635000	-854064.1702574058	-187.9954310704468	-853876.1748263354	0.3317687281253829	7.5573868662869845	0.48959085283134085	1.0	1.0	-853876.1748263354	0.0	42.549112754060495
33640000	-854067.1934480598	-186.55985321239592	-853880.6335948474	0.3310351442140976	5.713685047111424	0.4903276015752399	1.0	1.0	-853880.6335948474	0.0	43.9861641095992
33645000	-854069.1882900788	-187.993887857149	-853881.1944022216	0.33079641619863354	4.823870318479036	0.48571783571622607	1.0	1.0	-853881.1944022216	0.0	42.542909933128115
33650000	-854065.7408292737	-186.37313903491062	-853879.3676902388	0.32926917923378524	6.34784301039787	0.4822575658270266	1.0	1.0	-853879.3676902388	0.0	44.156738215588064
33655000	-854077.4595064581	-187.54082509814597	-853889.91868136	0.3334583354012076	7.348721331890207	0.49366089216077474	1.0	1.0	-853889.91868136	0.0	43.0118588050202
33660000	-854067.2871188569	-187.67496946684696	-853879.61214939	0.3327107313850129	7.406628134719612	0.48204435696100645	1.0	1.0	-853879.61214939	0.0	42.85448136591971
33665000	-854074.0081953885	-186.70410264949714	-853887.304092739	0.3315914682052852	6.307006868163716	0.48292340974174347	1.0	1.0	-853887.304092739	0.0	43.82710628883097
33670000	-854070.2904138787	-186.5986179865073	-853883.6917958922	0.331815813595134	6.578439215109369	0.48362675151617146	1.0	1.0	-853883.6917958922	0.0	43.93399763536967
33675000	-854080.1024017043	-187.0503167055523	-853893.0520849987	0.32915114400452683	7.0917062695860436	0.4909156972923624	1.0	1.0	-853893.0520849987	0.0	43.49687680787708
33680000	-854070.9726702764	-186.30858019459535	-853884.6640900818	0.3314265765631382	6.053474379651079	0.4886935564654405	1.0	1.0	-853884.6640900818	0.0	44.23416903718016
33685000	-854068.2783632831	-186.18686148361053	-853882.0915017995	0.32865324844493055	5.9336520848803875	0.48792115552069953	1.0	1.0	-853882.0915017995	0.0	44.354342946275494
33690000	-854064.5633487868	-186.32741480201378	-853878.2359339847	0.3299494486345645	6.771901598378016	0.489599502959644	1.0	1.0	-853878.2359339847	0.0	44.21714632275017
33695000	-854069.2674689962	-186.95351311627024	-853882.31395588	0.3310746813688106	7.190571766969331	0.48128314136480854	1.0	1.0	-853882.31395588	0.0	43.57441528530403
33700000	-854063.1321267852	-186.290240831299	-853876.8418859539	0.32889674419089554	5.413080378936465	0.48238635586787454	1.0	1.0	-853876.8418859539	0.0	44.23989399928139
33705000	-854080.4169579933	-186.22709592989094	-853894.1898620634	0.3251137294538812	5.490541054955135	0.48281571985495225	1.0	1.0	-853894.1898620634	0.0	44.3038976286636
33710000	-854066.0967879834	-186.29431749630032	-853879.8024704871	0.32774567273750277	6.974517942757984	0.48314811205609215	1.0	1.0	-853879.8024704871	0.0	44.23734084665651
33715000	-854062.6679698991	-185.83124520584084	-853876.8367246933	0.3284151293309625	6.424012731127257	0.48755085105587254	1.0	1.0	-853876.8367246933	0.0	44.70921861511554
33720000	-854072.2796630529	-185.8730317024572	-853886.4066313504	0.32796876226839394	5.979786265864372	0.4845162903889999	1.0	1.0	-853886.4066313504	0.0	44.661362997165405
33725000	-854065.6359008758	-185.68115615557227	-853879.9547447202	0.32690505932491576	6.605539034488415	0.48493025994861855	1.0	1.0	-853879.9547447202	0.0	44.854066483169625
33730000	-854079.3689315767	-185.9263369273437	-853893.4425946494	0.32665576100920307	6.003673106677998	0.4819871095659976	1.0	1.0	-853893.4425946494	0.0	44.602999410632904
33735000	-854077.5748587413	-186.12614686506842	-853891.4487118762	0.3273471046650199	6.61937841554867	0.4813261964456992	1.0	1.0	-853891.4487118762	0.0	44.401867646667625
33740000	-854065.7139569828	-186.38433292944762	-853879.3296240533	0.3284026706991127	6.69887286459723	0.4898149435383792	1.0	1.0	-853879.3296240533	0.0	44.16065907647378
33745000	-854065.4593923776	-186.3660865451321	-853879.0933058325	0.3285976823710806	5.878247977545014	0.4861815582951092	1.0	1.0	-853879.0933058325	0.0	44.17163869030276
33750000	-854063.2445971065	-186.61253708370745	-853876.6320600228	0.3276960342358773	7.120250409895687	0.4868228728592112	1.0	1.0	-853876.6320600228	0.0	43.926470780855595
33755000	-854061.692921926	-186.43086436025675	-853875.2620575657	0.32867000986964484	6.096544948554312	0.4839637766765924	1.0	1.0	-853875.2620575657	0.0	44.102425311941055
33760000	-854066.2648756017	-187.78653129529403	-853878.4783443065	0.3280800242506853	4.810889986523108	0.49065117455154	1.0	1.0	-853878.4783443065	0.0	42.760133172653696
33765000	-854066.4861784509	-187.52607556060826	-853878.9601028903	0.3306064157757078	4.960481015714068	0.4837708549934457	1.0	1.0	-853878.9601028903	0.0	43.00682826822329
33770000	-854073.4002189108	-186.99174070922638	-853886.4084782016	0.3324184541249385	6.35819308958944	0.4890941087208555	1.0	1.0	-853886.4084782016	0.0	43.551809627059974
33775000	-854067.0300021669	-186.50779872244192	-853880.5222034444	0.33298752867493575	5.848571417420086	0.48854406187066884	1.0	1.0	-853880.5222034444	0.0	44.03465152014404
33780000	-854065.5100718638	-186.08715503826545	-853879.4229168255	0.32786911379539196	6.218085236265514	0.4876267830370653	1.0	1.0	-853879.4229168255	0.0	44.45346064665334
33785000	-854078.9032625859	-186.1875771128656	-853892.715685473	0.33165196099067507	6.486472140531804	0.482810312074628	1.0	1.0	-853892.715685473	0.0	44.343405630128295
33790000	-854078.7751245609	-186.32956548239287	-853892.4455590785	0.3315266563701863	5.914526988099807	0.48833252077344524	1.0	1.0	-853892.4455590785	0.0	44.21246167799865
33795000	-854080.3166127253	-188.0668346988813	-853892.2497780264	0.3303339739877259	7.8608941412718405	0.48195002263156084	1.0	1.0	-853892.2497780264	0.0	42.46242746522645
33800000	-854078.1163676532	-186.4480126634113	-853891.6683549898	0.3303264332075906	6.070143358748367	0.485666984850615	1.0	1.0	-853891.6683549898	0.0	44.08868342513453
33805000	-854071.2629451422	-186.58314664643058	-853884.6797984958	0.332172721419969	6.524394247325675	0.47856011993851744	1.0	1.0	-853884.6797984958	0.0	43.939335712291104
33810000	-854077.5798371144	-186.3988365383904	-853891.181000576	0.3286942913453472	5.728551567528531	0.4874791344420997	1.0	1.0	-853891.181000576	0.0	44.14148384933843
33815000	-854069.89063126	-187.5295449356437	-853882.3610863243	0.3300975031511394	7.493025249079141	0.484632947399389	1.0	1.0	-853882.3610863243	0.0	43.00508307799971
33820000	-854070.8898929631	-186.69253122621885	-853884.1973617369	0.3282726224404703	5.287770050123132	0.48129318175766195	1.0	1.0	-853884.1973617369	0.0	43.83541725614112
33825000	-854067.8353150355	-186.36893829484728	-853881.4663767407	0.33038479742060595	6.0301410104722954	0.48247946444240936	1.0	1.0	-853881.4663767407	0.0	44.161382752882155
33830000	-854068.6144840786	-189.05995642429897	-853879.5545276543	0.3277955424084823	4.351588806684753	0.4866225342659778	1.0	1.0	-853879.5545276543	0.0	41.4786507630776
33835000	-854073.0308098644	-186.9754710770809	-853886.0553387873	0.328320632975445	7.354585402789853	0.4790494346912998	1.0	1.0	-853886.0553387873	0.0	43.54798991114636
33840000	-854074.6054534406	-186.12855037764197	-853888.4769030629	0.32793838441051076	5.839481146877407	0.4813092529838479	1.0	1.0	-853888.4769030629	0.0	44.399430247170365
33845000	-854073.2345804607	-187.5652150696455	-853885.669365391	0.32813891194078654	4.866067212978155	0.48481785833207247	1.0	1.0	-853885.669365391	0.0	42.96978276586331
33850000	-854077.9447134471	-186.2380366239508	-853891.7066768232	0.331020805611157	6.377128840178294	0.48990799585406386	1.0	1.0	-853891.7066768232	0.0	44.30714148660199
33855000	-854074.8810911708	-186.72721678667196	-853888.1538743841	0.3326922645815908	7.004474780420897	0.48372242799765824	1.0	1.0	-853888.1538743841	0.0	43.80559018816799
33860000	-854069.5768856159	-188.6799536533741	-853880.8969319626	0.327579361526015	8.378842232755376	0.4859562090936263	1.0	1.0	-853880.8969319626	0.0	41.8573208836578
33865000	-854072.307933626	-187.07268963729405	-853885.2352439887	0.3284903417961564	7.549630523743597	0.4816566337711603	1.0	1.0	-853885.2352439887	0.0	43.45598574909291
33870000	-854069.6048584654	-186.13606750561058	-853883.4687909598	0.32863399412331995	5.962422394998657	0.48876935910501046	1.0	1.0	-853883.4687909598	0.0	44.40683333144405
33875000	-854080.9631544529	-186.97975438299972	-853893.9834000699	0.33297124477570267	7.340666473340962	0.48406608457930506	1.0	1.0	-853893.9834000699	0.0	43.55373990500355
33880000	-854072.1185709875	-186.08735106326037	-853886.0312199242	0.32761002580497295	6.02120233852832	0.48946982323487287	1.0	1.0	-853886.0312199242	0.0	44.456950702053994
33885000	-854080.0931174309	-186.64745516846244	-853893.4456622625	0.3285772043231137	6.853737064425422	0.47653681819944793	1.0	1.0	-853893.4456622625	0.0	43.87098058678107
33890000	-854070.8786644688	-187.4398703828933	-853883.4387940859	0.3276700126801024	7.65420417853691	0.4870673926236156	1.0	1.0	-853883.4387940859	0.0	43.09962652119856
33895000	-854064.7399386006	-188.17697851312806	-853876.5629600874	0.32816175510993195	8.105735753433432	0.4842505472712705	1.0	1.0	-853876.5629600874	0.0	42.35688470025912
33900000	-854075.8778882227	-186.94576333359487	-853888.9321248891	0.3318142181452806	6.909054378942015	0.4831724176101274	1.0	1.0	-853888.9321248891	0.0	43.58594362047003
33905000	-854074.6343812717	-186.56131327544472	-853888.0730679962	0.3312978472598532	5.77061362282354	0.4887444895722287	1.0	1.0	-853888.0730679962	0.0	43.98153782254437
33910000	-854074.383722588	-186.5020932227304	-853887.8816293653	0.32860782291302915	5.709026590550211	0.48529343294215865	1.0	1.0	-853887.8816293653	0.0	44.033855761998545
33915000	-854069.2757027872	-187.62230330019074	-853881.653399487	0.3281906723431948	4.95783865434763	0.48690856340332256	1.0	1.0	-853881.653399487	0.0	42.916875945460525
33920000	-854067.0436553063	-186.97329313342613	-853880.0703621729	0.33359316070258416	5.571172161449577	0.4874754472443641	1.0	1.0	-853880.0703621729	0.0	43.567019879907235
33925000	-854071.3811662066	-187.05738414947757	-853884.323782057	0.3308543488925708	6.87722231906769	0.48487091323320286	1.0	1.0	-853884.323782057	0.0	43.47771979583347
33930000	-854083.0965402968	-186.69679435066962	-853896.3997459462	0.33036518299039036	6.556874555554774	0.48197045957850276	1.0	1.0	-853896.3997459462	0.0	43.83250868733201
33935000	-854071.2309204987	-187.01379356356125	-853884.2171269351	0.3298228179892343	6.814747958824871	0.48942002979115806	1.0	1.0	-853884.2171269351	0.0	43.53040861486572
33940000	-854061.776641152	-186.66689994462018	-853875.1097412073	0.3308626699835652	6.4550813575671	0.4877496822980483	1.0	1.0	-853875.1097412073	0.0	43.873961538820545
33945000	-854061.6421212899	-186.72057517946092	-853874.9215461104	0.3317927322918415	6.5117485326059406	0.4903740290148684	1.0	1.0	-853874.9215461104	0.0	43.82553499741346
33950000	-854064.161178037	-186.7936548279361	-853877.367523209	0.33146396241780707	6.900825057638507	0.4844443270569475	1.0	1.0	-853877.367523209	0.0	43.740595945022434
33955000	-854069.7831232697	-186.59632338773775	-853883.186799882	0.3301035437542956	5.411109029396976	0.4828026553729283	1.0	1.0	-853883.186799882	0.0	43.934644041852756
33960000	-854075.0580764584	-186.3371844357668	-853888.7208920226	0.32631027985010536	5.42304223985454	0.47777172066181484	1.0	1.0	-853888.7208920226	0.0	44.18372112440149
33965000	-854068.1390871949	-185.85606950842413	-853882.2830176865	0.32414205622331504	5.882031965174129	0.4842546652372301	1.0	1.0	-853882.2830176865	0.0	44.67780194089495
33970000	-854076.2144970228	-186.82392634421262	-853889.3905706786	0.3278795103646225	7.259443522548345	0.4822004359396047	1.0	1.0	-853889.3905706786	0.0	43.70583664651122
33975000	-854066.3997369374	-185.96275479735132	-853880.4369821401	0.32814681815682156	5.793514781688482	0.4832543727091116	1.0	1.0	-853880.4369821401	0.0	44.569116066911526
33980000	-854072.8694375886	-190.56726403676183	-853882.3021735519	0.32825045855743806	8.956917486600947	0.4828650048575791	1.0	1.0	-853882.3021735519	0.0	39.96382809179798
33985000	-854069.0062947093	-186.73204003246428	-853882.2742546768	0.3298257715293139	7.097010913271341	0.4855605366564764	1.0	1.0	-853882.2742546768	0.0	43.80444315969331
33990000	-854074.5480621255	-186.16171702138692	-853888.3863451041	0.32921042460667715	5.656238772896913	0.4867157270287107	1.0	1.0	-853888.3863451041	0.0	44.37707655151514
33995000	-854074.3300300877	-186.39768436227706	-853887.9323457255	0.32836274788492303	6.107289095161304	0.4889624976631876	1.0	1.0	-853887.9323457255	0.0	44.14560275189396
34000000	-854078.3374429295	-186.86713698476024	-853891.4703059448	0.32856370061490314	7.239531403240044	0.48815593600991475	1.0	1.0	-853891.4703059448	0.0	43.674537006104245
34005000	-854067.4874408924	-186.1373319910104	-853881.3501089014	0.3279337835186239	6.6547221687891165	0.4827997190475334	1.0	1.0	-853881.3501089014	0.0	44.39362956592931
34010000	-854072.0391420501	-186.62769731129308	-853885.4114447387	0.3300565574816176	5.542829550365898	0.4813427483641404	1.0	1.0	-853885.4114447387	0.0	43.90035030427985
34015000	-854069.9417217793	-186.479963382859	-853883.4617583965	0.33019592952837046	5.64440511444056	0.489165644417079	1.0	1.0	-853883.4617583965	0.0	44.06373002481978
34020000	-854077.1494730465	-187.07968180864253	-853890.0697912379	0.3261744368272976	7.47753351630832	0.48714041631200006	1.0	1.0	-853890.0697912379	0.0	43.4599611428261
34025000	-854078.706817917	-187.86774167427424	-853890.8390762426	0.32789178273501673	7.914853544289359	0.4935877423530031	1.0	1.0	-853890.8390762426	0.0	42.68479592927639
34030000	-854070.9471523633	-186.20729647806488	-853884.7398558852	0.3310145394358146	6.331031811251331	0.4806820640153507	1.0	1.0	-853884.7398558852	0.0	44.31942976881047
34035000	-854076.7086267963	-186.4088612321986	-853890.299765564	0.33328686234495586	5.984425039495043	0.4848442539746789	1.0	1.0	-853890.299765564	0.0	44.126189394595386
34040000	-854068.8000360425	-190.0894189521018	-853878.7106170903	0.33136659995765966	8.714189704472721	0.486194411440957	1.0	1.0	-853878.7106170903	0.0	40.448331989624755
34045000	-854071.4248538581	-186.43961790501507	-853884.985235953	0.33011235050143717	5.6560317133707105	0.48804514276423866	1.0	1.0	-853884.985235953	0.0	44.101834499358034
34050000	-854066.2694146034	-186.31727265051225	-853879.9521419528	0.3300733750344361	6.652750964919797	0.4858663300784678	1.0	1.0	-853879.9521419528	0.0	44.21982212848932
34055000	-854063.5952894188	-186.57158879382524	-853877.023700625	0.3283087836525866	7.0038219106940875	0.4808884492998739	1.0	1.0	-853877.023700625	0.0	43.955550223619134
34060000	-854072.6987709473	-186.0010031121519	-853886.6977678351	0.32887842975582166	5.853162159982304	0.4845620365196113	1.0	1.0	-853886.6977678351	0.0	44.533483079731944
34065000	-854068.7534242583	-186.08930485794752	-853882.6641194003	0.33098317599817934	5.786322630141407	0.48115285726860174	1.0	1.0	-853882.6641194003	0.0	44.43836297543429
34070000	-854087.1457768575	-189.5870352032992	-853897.5587416542	0.3274594423961526	8.937884283717857	0.48340145318221267	1.0	1.0	-853897.5587416542	0.0	40.945129821909866
34075000	-854067.2419687881	-185.83813546141974	-853881.4038333267	0.3277052208844988	6.0696846202764965	0.48170783632468267	1.0	1.0	-853881.4038333267	0.0	44.69064233007427
34080000	-854063.8252975014	-185.93350850654386	-853877.8917889949	0.3273790357849439	6.0494220072201	0.4882104727987959	1.0	1.0	-853877.8917889949	0.0	44.60827455789837
34085000	-854068.5487289947	-185.9421423874419	-853882.6065866073	0.3279214695645417	6.355515080772171	0.485527961685617	1.0	1.0	-853882.6065866073	0.0	44.59427565477397
34090000	-854068.534740904	-186.9125019628242	-853881.6222389411	0.32955669577981855	5.15268659286222	0.48291352222397976	1.0	1.0	-853881.6222389411	0.0	43.61868720046841
34095000	-854081.813795805	-186.0563443743666	-853895.7574514307	0.3273930434698292	6.670957812361302	0.48403698707208126	1.0	1.0	-853895.7574514307	0.0	44.47709171862221
34100000	-854066.5329438791	-186.87608058516236	-853879.656863294	0.33083584968712043	5.278559968927569	0.4873254028223746	1.0	1.0	-853879.656863294	0.0	43.66393233932705
34105000	-854065.3686812642	-186.720148214614	-853878.6485330496	0.33401498679847386	5.794098971154552	0.48936808458442305	1.0	1.0	-853878.6485330496	0.0	43.823950073399494
34110000	-854071.7885580951	-186.98852206365908	-853884.8000360314	0.33520478172294554	6.722011068852137	0.4867248901951885	1.0	1.0	-853884.8000360314	0.0	43.550289835575946
34115000	-854068.481759299	-186.95763070653072	-853881.5241285925	0.33341298336589353	6.379944356617224	0.4888610157661138	1.0	1.0	-853881.5241285925	0.0	43.58545344384615
34120000	-854071.0740205868	-188.5937617345603	-853882.4802588522	0.33154269202975706	4.575422627244699	0.486813016077131	1.0	1.0	-853882.4802588522	0.0	41.945226416438594
34125000	-854071.0719880173	-187.09488115582275	-853883.9771068614	0.3306169012022989	7.078233661150519	0.48422668148809217	1.0	1.0	-853883.9771068614	0.0	43.438934325998076
34130000	-854073.7899868957	-186.70966240727967	-853887.0803244885	0.3326644026989872	6.49355683358126	0.48646120085214933	1.0	1.0	-853887.0803244885	0.0	43.828622113269276
34135000	-854072.0777251082	-186.71502969934147	-853885.3626954089	0.33273565188989646	5.677561653980744	0.4917571932904523	1.0	1.0	-853885.3626954089	0.0	43.83384680608406
34140000	-854069.404907652	-187.22768674251398	-853882.1772209094	0.3346812922375115	7.0035396331237205	0.48684731234847467	1.0	1.0	-853882.1772209094	0.0	43.31137000102759
34145000	-854064.7089609405	-186.663031169931	-853878.0459297706	0.3307049832027538	6.626620375552013	0.4905118551038999	1.0	1.0	-853878.0459297706	0.0	43.883354659121444
34150000	-854066.5454943747	-186.45785558372978	-853880.087638791	0.3316516616515348	6.271117108891581	0.4927184291978782	1.0	1.0	-853880.087638791	0.0	44.09294339351062
