# BEAST v1.9.0pre20161204 Prerelease #5657174
# Generated Tue Feb 21 14:19:41 GMT 2017 [seed=666]
# -seed 666 -beagle_cuda -beagle_double -beagle_order 3 -threshold 0.1 metazoan-stl.xml
state	posterior	prior	likelihood	treeModel.rootHeight	yule.birthRate	alpha	clock.rate	meanRate	treeLikelihood	branchRates	speciation
0	-1254986.7505089694	-266.21183244273186	-1254720.5386765266	4.094780128427323	1.0	0.5	1.0	1.0	-1254720.5386765266	0.0	-35.64647032388722
5000	-878223.0423118905	-302.79502509867825	-877920.2472867918	2.8949001472347478	0.6138020569954817	0.3498915450319087	1.0	1.0	-877920.2472867918	0.0	-72.52987988976979
10000	-877001.6538515934	-298.83318339783943	-876702.8206681955	2.7419979378810266	0.747384004851926	0.3566556781329791	1.0	1.0	-876702.8206681955	0.0	-68.55450992272883
15000	-876445.9756943465	-297.2029985921873	-876148.7726957543	2.5826828438707112	0.8008312091344147	0.36441284356895315	1.0	1.0	-876148.7726957543	0.0	-66.90881078620477
20000	-875945.0323575553	-296.2673794239594	-875648.7649781314	2.490755069992363	0.9743624966979955	0.36441284356895315	1.0	1.0	-875648.7649781314	0.0	-65.97319161797687
25000	-875501.0146031704	-293.91121587307555	-875207.1033872974	2.417289736368248	0.7507130664047218	0.3665395346343776	1.0	1.0	-875207.1033872974	0.0	-63.61277468496214
30000	-874406.0271263825	-289.9253867693575	-874116.1017396131	2.33467789165824	0.9270642467165562	0.37372865215792195	1.0	1.0	-874116.1017396131	0.0	-59.61256734619702
35000	-873728.8348445235	-288.24507112075236	-873440.5897734027	2.278226778386448	1.0641136327440845	0.37372865215792195	1.0	1.0	-873440.5897734027	0.0	-57.93225169759186
40000	-873405.1851018991	-287.3293825522108	-873117.8557193469	2.278226778386448	1.1598166970090593	0.37349233761720724	1.0	1.0	-873117.8557193469	0.0	-57.017035758131776
45000	-872413.5767783682	-283.09411592858373	-872130.4826624396	2.0255183050758845	1.0441358128989473	0.37776944650465877	1.0	1.0	-872130.4826624396	0.0	-52.77321491672978
50000	-871950.2714460117	-281.6055313246899	-871668.6659146871	1.9642676150447922	1.1232292534672672	0.37792796907765797	1.0	1.0	-871668.6659146871	0.0	-51.28431326768994
